JDTDB,Calendar Date (TDB),X,Y,Z,VX,VY,VZ,
2461634.500000000, A.D. 2027-Aug-17 00:00:00.0000, -1.419250709487883E+08, -1.830775382384647E+08, -3.352466006905437E+05,  2.003905785449675E+01, -1.279239695575072E+01, -7.595998445196663E-01,
2461635.500000000, A.D. 2027-Aug-18 00:00:00.0000, -1.401880254828767E+08, -1.841754668593970E+08, -4.008613387562931E+05,  2.017011306663495E+01, -1.262237746393929E+01, -7.592495598324582E-01,
2461636.500000000, A.D. 2027-Aug-19 00:00:00.0000, -1.384397127931195E+08, -1.852586436921063E+08, -4.664431386537403E+05,  2.029987042357030E+01, -1.245092138766235E+01, -7.588373331854594E-01,
2461637.500000000, A.D. 2027-Aug-20 00:00:00.0000, -1.366802457362947E+08, -1.863269448944863E+08, -5.319866374543756E+05,  2.042831317620431E+01, -1.227803524948851E+01, -7.583628954514632E-01,
2461638.500000000, A.D. 2027-Aug-21 00:00:00.0000, -1.349097386189911E+08, -1.873802471947999E+08, -5.974864487161934E+05,  2.055542453316800E+01, -1.210372574333911E+01, -7.578259830011964E-01,
2461639.500000000, A.D. 2027-Aug-22 00:00:00.0000, -1.331283072019382E+08, -1.884184279087431E+08, -6.629371626966596E+05,  2.068118765275974E+01, -1.192799974575676E+01, -7.572263327891759E-01,
2461640.500000000, A.D. 2027-Aug-23 00:00:00.0000, -1.313360687042282E+08, -1.894413649566046E+08, -7.283333465374708E+05,  2.080558563566256E+01, -1.175086433845120E+01, -7.565636790274644E-01,
2461641.500000000, A.D. 2027-Aug-24 00:00:00.0000, -1.295331418072256E+08, -1.904489368806368E+08, -7.936695445194542E+05,  2.092860152324910E+01, -1.157232681919682E+01, -7.558377522672259E-01,
2461642.500000000, A.D. 2027-Aug-25 00:00:00.0000, -1.277196466581887E+08, -1.914410228628199E+08, -8.589402783875316E+05,  2.105021830682236E+01, -1.139239470216826E+01, -7.550482829861096E-01,
2461643.500000000, A.D. 2027-Aug-26 00:00:00.0000, -1.258957048737730E+08, -1.924175027430043E+08, -9.241400476685166E+05,  2.117041894718736E+01, -1.121107571829655E+01, -7.541950100445116E-01,
2461644.500000000, A.D. 2027-Aug-27 00:00:00.0000, -1.240614395434508E+08, -1.933782570372005E+08, -9.892633299502581E+05,  2.128918638942713E+01, -1.102837781371559E+01, -7.532776869195676E-01,
2461645.500000000, A.D. 2027-Aug-28 00:00:00.0000, -1.222169752327036E+08, -1.943231669558735E+08, -1.054304581173211E+06,  2.140650355594438E+01, -1.084430914139472E+01, -7.522960769820002E-01,
2461646.500000000, A.D. 2027-Aug-29 00:00:00.0000, -1.203624379859009E+08, -1.952521144223982E+08, -1.119258235975206E+06,  2.152235332719282E+01, -1.065887805593205E+01, -7.512499424591037E-01,
2461647.500000000, A.D. 2027-Aug-30 00:00:00.0000, -1.184979553289669E+08, -1.961649820919153E+08, -1.184118708055913E+06,  2.163671853608541E+01, -1.047209311949401E+01, -7.501390403087114E-01,
2461648.500000000, A.D. 2027-Aug-31 00:00:00.0000, -1.166236562719728E+08, -1.970616533705688E+08, -1.248880390497461E+06,  2.174958197880159E+01, -1.028396311644198E+01, -7.489631266701107E-01,
2461649.500000000, A.D. 2027-Sep-01 00:00:00.0000, -1.147396713116207E+08, -1.979420124349090E+08, -1.313537656043991E+06,  2.186092642538532E+01, -1.009449707080442E+01, -7.477219618303019E-01,
