JDTDB,Calendar Date (TDB),X,Y,Z,VX,VY,VZ,
2468425.500000000, A.D. 2046-Mar-21 00:00:00.0000, -2.358567073545055E+09,  1.268644070104034E+09,  5.888897769154081E+08, -2.208950347837649E+00, -4.246058813691029E+00, -1.941587655473679E+00,
2468426.500000000, A.D. 2046-Mar-22 00:00:00.0000, -2.358774796886947E+09,  1.268287822375702E+09,  5.887293312877610E+08, -2.610868837478864E+00, -4.016194970430366E+00, -1.778312131461324E+00,
2468427.500000000, A.D. 2046-Mar-23 00:00:00.0000, -2.359019830221189E+09,  1.267947167213934E+09,  5.885813337812952E+08, -3.068178813689507E+00, -3.886972266640483E+00, -1.654913219810693E+00,
2468428.500000000, A.D. 2046-Mar-24 00:00:00.0000, -2.359305769718280E+09,  1.267613020542744E+09,  5.884419937686323E+08, -3.552916395249727E+00, -3.866312887610446E+00, -1.578935090724565E+00,
2468429.500000000, A.D. 2046-Mar-25 00:00:00.0000, -2.359633710433429E+09,  1.267275897734833E+09,  5.883069910124364E+08, -4.035445274480259E+00, -3.955519265291339E+00, -1.555030386217451E+00,
2468430.500000000, A.D. 2046-Mar-26 00:00:00.0000, -2.360002179534130E+09,  1.266926491945859E+09,  5.881717390960332E+08, -4.486263814654368E+00, -4.149194661610819E+00, -1.584676521646198E+00,
2468431.500000000, A.D. 2046-Mar-27 00:00:00.0000, -2.360407226106745E+09,  1.266556241608227E+09,  5.880316650845169E+08, -4.877803935739920E+00, -4.435572238981450E+00, -1.666085599198635E+00,
2468432.500000000, A.D. 2046-Mar-28 00:00:00.0000, -2.360842662066045E+09,  1.266157852481040E+09,  5.878824883637928E+08, -5.186112099989575E+00, -4.797232552668437E+00, -1.794313426436792E+00,
2468433.500000000, A.D. 2046-Mar-29 00:00:00.0000, -2.361300439478071E+09,  1.265725742423787E+09,  5.877204816551194E+08, -5.392309897952152E+00, -5.212165715352318E+00, -1.961560992403000E+00,
2468434.500000000, A.D. 2046-Mar-30 00:00:00.0000, -2.361771141288748E+09,  1.265256381773332E+09,  5.875426982895877E+08, -5.483745174516905E+00, -5.655113467559334E+00, -2.157650018543968E+00,
2468435.500000000, A.D. 2046-Mar-31 00:00:00.0000, -2.362244555535693E+09,  1.264748508569482E+09,  5.873471518842899E+08, -5.454763504169972E+00, -6.099109320164324E+00, -2.370643587363509E+00,
2468436.500000000, A.D. 2046-Apr-01 00:00:00.0000, -2.362710298030187E+09,  1.264203205505535E+09,  5.871329374642850E+08, -5.307052974144085E+00, -6.517122857533433E+00, -2.587574005470395E+00,
2468437.500000000, A.D. 2046-Apr-02 00:00:00.0000, -2.363158445540796E+09,  1.263623833911737E+09,  5.869002866448539E+08, -5.049541252046826E+00, -6.883707938645390E+00, -2.795233519005538E+00,
2468438.500000000, A.D. 2046-Apr-03 00:00:00.0000, -2.363580140869766E+09,  1.263015828797024E+09,  5.866505535092591E+08, -4.697851214335180E+00, -7.176554295821644E+00, -2.980979666950814E+00,
2468439.500000000, A.D. 2046-Apr-04 00:00:00.0000, -2.363968132927171E+09,  1.262386367446553E+09,  5.863861320431268E+08, -4.273348329134867E+00, -7.377847921083794E+00, -3.133506165252388E+00,
2468440.500000000, A.D. 2046-Apr-05 00:00:00.0000, -2.364317218871371E+09,  1.261743931782552E+09,  5.861103101599537E+08, -3.801837879983752E+00, -7.475357289525155E+00, -3.243532316500207E+00,
2468441.500000000, A.D. 2046-Apr-06 00:00:00.0000, -2.364624561355924E+09,  1.261097791173886E+09,  5.858270692186496E+08, -3.311991468315488E+00, -7.463179186357294E+00, -3.304368907858050E+00,
2468442.500000000, A.D. 2046-Apr-07 00:00:00.0000, -2.364889861538554E+09,  1.260457437230421E+09,  5.855408412576911E+08, -2.833598739939912E+00, -7.342098660238901E+00, -3.312326091170851E+00,
2468443.500000000, A.D. 2046-Apr-08 00:00:00.0000, -2.365115377302828E+09,  1.259832005046056E+09,  5.852562387487284E+08, -2.395750937882252E+00, -7.119541154448179E+00, -3.266938374437022E+00,
2468444.500000000, A.D. 2046-Apr-09 00:00:00.0000, -2.365305785581457E+09,  1.259229716180594E+09,  5.849777733481286E+08, -2.025067040884870E+00, -6.809119734738873E+00, -3.170993005612870E+00,
2468445.500000000, A.D. 2046-Apr-10 00:00:00.0000, -2.365467897176165E+09,  1.258657377345057E+09,  5.847095807958082E+08, -1.744070650180804E+00, -6.429805022020354E+00, -3.030360018024434E+00,
2468446.500000000, A.D. 2046-Apr-11 00:00:00.0000, -2.365610241463217E+09,  1.258119965358519E+09,  5.844551687358619E+08, -1.569816595153046E+00, -6.004768443874320E+00, -2.853634300502595E+00,
2468447.500000000, A.D. 2046-Apr-12 00:00:00.0000, -2.365742546307501E+09,  1.257620323684033E+09,  5.842172028358251E+08, -1.512851001686732E+00, -5.559969338563238E+00, -2.651611517298681E+00,
2468448.500000000, A.D. 2046-Apr-13 00:00:00.0000, -2.365875144897838E+09,  1.257158989047621E+09,  5.839973442461194E+08, -1.576568233869623E+00, -5.122572063982924E+00, -2.436629833978998E+00,
2468449.500000000, A.D. 2046-Apr-14 00:00:00.0000, -2.366018345672178E+09,  1.256734158712359E+09,  5.837961483107177E+08, -1.757003920029531E+00, -4.719289629594702E+00, -2.221817588083439E+00,
2468450.500000000, A.D. 2046-Apr-15 00:00:00.0000, -2.366181803752015E+09,  1.256341800403066E+09,  5.836130307052252E+08, -2.043076683509507E+00, -4.374754849692285E+00, -2.020292778425847E+00,
2468451.500000000, A.D. 2046-Apr-16 00:00:00.0000, -2.366373932213294E+09,  1.255975898178826E+09,  5.834463030671372E+08, -2.417263838455112E+00, -4.110018338223254E+00, -1.844363184810291E+00,
